ix,iy,iz,x_cm,y_cm,z_cm,prioridad
37,12,10,0.18813559322033896,0.06101694915254237,0.05128205128205128,CRITICA
37,12,12,0.18813559322033896,0.06101694915254237,0.06153846153846154,CRITICA
37,13,11,0.18813559322033896,0.06610169491525424,0.05641025641025641,CRITICA
37,14,38,0.18813559322033896,0.07118644067796609,0.19487179487179487,CRITICA
37,14,39,0.18813559322033896,0.07118644067796609,0.2,CRITICA
37,15,37,0.18813559322033896,0.07627118644067796,0.18974358974358974,CRITICA
37,16,38,0.18813559322033896,0.08135593220338982,0.19487179487179487,CRITICA
37,16,39,0.18813559322033896,0.08135593220338982,0.2,CRITICA
37,27,0,0.18813559322033896,0.13728813559322034,0.0,CRITICA
37,27,1,0.18813559322033896,0.13728813559322034,0.005128205128205128,CRITICA
37,27,3,0.18813559322033896,0.13728813559322034,0.015384615384615385,CRITICA
37,28,2,0.18813559322033896,0.14237288135593218,0.010256410256410256,CRITICA
37,29,0,0.18813559322033896,0.14745762711864405,0.0,CRITICA
37,29,1,0.18813559322033896,0.14745762711864405,0.005128205128205128,CRITICA
37,30,8,0.18813559322033896,0.15254237288135591,0.041025641025641026,CRITICA
37,35,34,0.18813559322033896,0.17796610169491525,0.17435897435897435,CRITICA
37,36,2,0.18813559322033896,0.18305084745762712,0.010256410256410256,CRITICA
38,9,8,0.19322033898305083,0.04576271186440678,0.041025641025641026,CRITICA
38,10,9,0.19322033898305083,0.05084745762711864,0.046153846153846156,CRITICA
38,11,8,0.19322033898305083,0.0559322033898305,0.041025641025641026,CRITICA
38,11,10,0.19322033898305083,0.0559322033898305,0.05128205128205128,CRITICA
38,12,9,0.19322033898305083,0.06101694915254237,0.046153846153846156,CRITICA
38,12,11,0.19322033898305083,0.06101694915254237,0.05641025641025641,CRITICA
38,13,12,0.19322033898305083,0.06610169491525424,0.06153846153846154,CRITICA
38,13,14,0.19322033898305083,0.06610169491525424,0.07179487179487179,CRITICA
38,14,11,0.19322033898305083,0.07118644067796609,0.05641025641025641,CRITICA
38,16,19,0.19322033898305083,0.08135593220338982,0.09743589743589744,CRITICA
38,17,20,0.19322033898305083,0.08644067796610169,0.10256410256410256,CRITICA
38,27,8,0.19322033898305083,0.13728813559322034,0.041025641025641026,CRITICA
38,28,0,0.19322033898305083,0.14237288135593218,0.0,CRITICA
38,28,1,0.19322033898305083,0.14237288135593218,0.005128205128205128,CRITICA
38,28,9,0.19322033898305083,0.14237288135593218,0.046153846153846156,CRITICA
38,29,6,0.19322033898305083,0.14745762711864405,0.03076923076923077,CRITICA
38,29,8,0.19322033898305083,0.14745762711864405,0.041025641025641026,CRITICA
38,30,7,0.19322033898305083,0.15254237288135591,0.035897435897435895,CRITICA
38,30,9,0.19322033898305083,0.15254237288135591,0.046153846153846156,CRITICA
38,31,8,0.19322033898305083,0.15762711864406778,0.041025641025641026,CRITICA
38,34,34,0.19322033898305083,0.17288135593220338,0.17435897435897435,CRITICA
39,9,9,0.1983050847457627,0.04576271186440678,0.046153846153846156,CRITICA
39,12,12,0.1983050847457627,0.06101694915254237,0.06153846153846154,CRITICA
