id,sistema,nivel,x1_mm,y1_mm,z1_mm,x2_mm,y2_mm,z2_mm,radio_um,longitud_mm,presion_entrada,presion_salida,es_terminal
1812,ven,8,12.731,7.7717,9.9599,11.6119,5.6761,11.6352,100.81,2.907,15.64,16.73,1
1813,ven,8,12.731,7.7717,9.9599,12.0967,7.3869,11.8547,104.52,2.0349,15.64,16.73,1
1814,ven,7,7.1207,3.563,-12.32,7.7931,6.3524,-12.1005,146.12,2.8777,14.55,15.64,1
1815,ven,7,7.1207,3.563,-12.32,8.2473,4.6823,-11.0808,136.31,2.0144,14.55,15.64,1
1816,ven,9,-13.2105,23.577,1.4495,-11.8551,23.7722,3.9759,84.65,2.8736,16.73,17.82,1
1817,ven,9,-13.2105,23.577,1.4495,-11.4069,23.0971,2.1998,83.47,2.0115,16.73,17.82,1
1818,ven,11,-15.6273,-18.9869,-7.6881,-12.4693,-19.4431,-7.2879,45.29,3.2158,18.91,20.0,1
1819,ven,11,-15.6273,-18.9869,-7.6881,-13.8175,-17.9601,-6.8295,48.78,2.251,18.91,20.0,1
1820,ven,9,-9.6327,7.023,-6.0028,-8.0204,9.2277,-5.4617,90.53,2.7844,16.73,17.82,1
1821,ven,9,-9.6327,7.023,-6.0028,-7.8219,7.6888,-6.2795,92.31,1.9491,16.73,17.82,1
1822,ven,7,5.0499,-4.6584,0.0503,5.85,-6.2775,-2.1834,110.74,2.8725,14.55,15.64,1
1823,ven,7,5.0499,-4.6584,0.0503,5.5659,-6.5553,-0.3723,118.74,2.0107,14.55,15.64,1
1824,ven,8,9.0706,9.1015,-5.0347,8.6143,10.3683,-7.4017,86.77,2.7231,15.64,16.73,1
1825,ven,8,9.0706,9.1015,-5.0347,8.5285,10.7958,-5.7195,88.13,1.9062,15.64,16.73,1
1826,ven,11,-20.8954,-10.5891,8.1356,-20.7981,-7.9025,7.2053,50.06,2.8447,18.91,20.0,1
1827,ven,11,-20.8954,-10.5891,8.1356,-20.8941,-8.6124,8.3763,53.44,1.9913,18.91,20.0,1
1828,ven,10,-1.7769,5.8931,10.5174,-3.9843,7.3336,9.5761,74.55,2.7989,17.82,18.91,1
1829,ven,10,-1.7769,5.8931,10.5174,-2.7419,7.4714,11.1626,72.98,1.9593,17.82,18.91,1
1830,col,1,0.0,-10.2,0.0,7.0,-23.2,0.0,3250.0,14.7648,0.0,0.0,0
1831,col,1,0.0,-10.2,0.0,7.0,2.8,2.0,3250.0,14.8997,0.0,0.0,0
1832,col,2,7.0,-23.2,0.0,11.2647,-23.6723,6.0162,2000.0,7.3895,0.0,0.0,0
1833,col,2,7.0,-23.2,0.0,13.6658,-22.5423,7.7518,2000.0,10.2448,0.0,0.0,0
1834,col,2,7.0,-23.2,0.0,20.8687,-20.2677,8.7361,2000.0,16.651,0.0,0.0,0
1835,col,2,7.0,-23.2,0.0,22.7051,-18.7961,9.4924,2000.0,18.8719,0.0,0.0,0
1836,col,2,7.0,-23.2,0.0,16.4408,-14.8393,8.021,2000.0,14.9455,0.0,0.0,0
1837,col,3,11.2647,-23.6723,6.0162,23.2945,-22.0888,4.7029,850.0,12.2044,0.0,0.0,1
1838,col,3,11.2647,-23.6723,6.0162,17.7197,-22.8201,6.8229,850.0,6.5608,0.0,0.0,1
1839,col,3,11.2647,-23.6723,6.0162,19.545,-23.8227,-0.1539,850.0,10.3274,0.0,0.0,1
1840,col,3,11.2647,-23.6723,6.0162,15.4582,-22.3528,8.7586,850.0,5.1814,0.0,0.0,1
1841,col,3,11.2647,-23.6723,6.0162,22.026,-21.3744,7.4538,850.0,11.0974,0.0,0.0,1
1842,col,3,11.2647,-23.6723,6.0162,16.966,-18.0644,0.6491,850.0,9.6311,0.0,0.0,1
1843,col,3,13.6658,-22.5423,7.7518,23.2868,-19.1435,10.3212,850.0,10.5222,0.0,0.0,1
1844,col,3,13.6658,-22.5423,7.7518,18.6277,-22.6885,6.6252,850.0,5.0902,0.0,0.0,1
1845,col,3,13.6658,-22.5423,7.7518,20.8122,-16.6049,11.73,850.0,10.107,0.0,0.0,1
1846,col,3,13.6658,-22.5423,7.7518,22.5507,-21.1861,2.475,850.0,10.4224,0.0,0.0,1
1847,col,3,13.6658,-22.5423,7.7518,20.7438,-23.4683,1.297,850.0,9.6239,0.0,0.0,1
1848,col,3,13.6658,-22.5423,7.7518,20.6771,-18.7356,4.623,850.0,8.5696,0.0,0.0,1
1849,col,3,20.8687,-20.2677,8.7361,32.1428,-13.382,1.1217,850.0,15.2479,0.0,0.0,1
1850,col,3,20.8687,-20.2677,8.7361,23.8727,-19.8362,9.0592,850.0,3.052,0.0,0.0,1
1851,col,3,20.8687,-20.2677,8.7361,26.1654,-12.522,11.8685,850.0,9.8926,0.0,0.0,1
1852,col,3,20.8687,-20.2677,8.7361,27.8791,-21.0446,2.2187,850.0,9.6034,0.0,0.0,1
1853,col,3,20.8687,-20.2677,8.7361,28.5068,-18.5969,8.0617,850.0,7.8478,0.0,0.0,1
1854,col,3,20.8687,-20.2677,8.7361,28.5589,-20.0114,5.1434,850.0,8.492,0.0,0.0,1
1855,col,3,22.7051,-18.7961,9.4924,30.0733,-13.5794,12.5757,850.0,9.5399,0.0,0.0,1
1856,col,3,22.7051,-18.7961,9.4924,28.3833,-17.6449,2.9137,850.0,8.7662,0.0,0.0,1
1857,col,3,22.7051,-18.7961,9.4924,23.7748,-21.0063,7.0599,850.0,3.4563,0.0,0.0,1
1858,col,3,22.7051,-18.7961,9.4924,33.5492,-10.5806,12.7581,850.0,13.9912,0.0,0.0,1
1859,col,3,22.7051,-18.7961,9.4924,29.6401,-20.2438,2.6376,850.0,9.8579,0.0,0.0,1
1860,col,3,22.7051,-18.7961,9.4924,25.8971,-17.6321,10.8903,850.0,3.674,0.0,0.0,1
1861,col,3,16.4408,-14.8393,8.021,25.405,-14.5996,2.3817,850.0,10.5932,0.0,0.0,1
1862,col,3,16.4408,-14.8393,8.021,31.287,-13.8705,4.2112,850.0,15.3578,0.0,0.0,1
1863,col,3,16.4408,-14.8393,8.021,27.9586,-20.6722,3.8463,850.0,13.5688,0.0,0.0,1
1864,col,3,16.4408,-14.8393,8.021,26.4846,-11.3106,15.4693,850.0,12.9925,0.0,0.0,1
1865,col,3,16.4408,-14.8393,8.021,23.1855,-10.2177,12.0012,850.0,9.0936,0.0,0.0,1
1866,col,3,16.4408,-14.8393,8.021,23.9291,-11.8577,4.309,850.0,8.8737,0.0,0.0,1
1867,col,2,7.0,2.8,2.0,22.0347,-5.5607,10.021,2000.0,18.9811,0.0,0.0,0
1868,col,2,7.0,2.8,2.0,19.7004,-1.6039,11.4924,2000.0,16.456,0.0,0.0,0
1869,col,2,7.0,2.8,2.0,17.9496,2.8,12.0,2000.0,14.8288,0.0,0.0,0
1870,col,2,7.0,2.8,2.0,21.1928,7.2039,11.4924,2000.0,17.6334,0.0,0.0,0
1871,col,2,7.0,2.8,2.0,22.8423,11.1607,10.021,2000.0,19.6269,0.0,0.0,0
1872,col,3,22.0347,-5.5607,10.021,33.3264,-10.7972,9.3545,850.0,12.4646,0.0,0.0,1
1873,col,3,22.0347,-5.5607,10.021,32.4208,1.1028,12.4744,850.0,12.5814,0.0,0.0,1
1874,col,3,22.0347,-5.5607,10.021,32.2908,-10.0991,5.6248,850.0,12.0461,0.0,0.0,1
1875,col,3,22.0347,-5.5607,10.021,32.1815,-12.9868,6.4571,850.0,13.0692,0.0,0.0,1
1876,col,3,22.0347,-5.5607,10.021,30.8655,-9.4698,10.4078,850.0,9.665,0.0,0.0,1
1877,col,3,22.0347,-5.5607,10.021,28.4383,-5.1479,13.5829,850.0,7.3392,0.0,0.0,1
1878,col,3,19.7004,-1.6039,11.4924,26.8798,-0.5197,17.9887,850.0,9.7428,0.0,0.0,1
1879,col,3,19.7004,-1.6039,11.4924,25.5932,1.5706,9.2575,850.0,7.0567,0.0,0.0,1
1880,col,3,19.7004,-1.6039,11.4924,28.1073,-5.1643,6.9797,850.0,10.1842,0.0,0.0,1
1881,col,3,19.7004,-1.6039,11.4924,27.4941,-7.43,15.8219,850.0,10.6503,0.0,0.0,1
1882,col,3,19.7004,-1.6039,11.4924,32.7519,-6.3819,11.7259,850.0,13.9006,0.0,0.0,1
1883,col,3,19.7004,-1.6039,11.4924,33.8757,5.5348,10.3806,850.0,15.9103,0.0,0.0,1
1884,col,3,17.9496,2.8,12.0,22.3503,6.6629,7.3585,850.0,7.4721,0.0,0.0,1
1885,col,3,17.9496,2.8,12.0,30.3602,6.625,6.7918,850.0,13.9922,0.0,0.0,1
1886,col,3,17.9496,2.8,12.0,30.0713,8.3152,12.5946,850.0,13.3307,0.0,0.0,1
1887,col,3,17.9496,2.8,12.0,29.4154,5.3948,14.0197,850.0,11.928,0.0,0.0,1
1888,col,3,17.9496,2.8,12.0,23.9722,7.5022,10.4604,850.0,7.7944,0.0,0.0,1
1889,col,3,17.9496,2.8,12.0,25.3825,0.2541,12.2908,850.0,7.8622,0.0,0.0,1
1890,col,3,21.1928,7.2039,11.4924,35.922,10.618,7.1162,850.0,15.7402,0.0,0.0,1
1891,col,3,21.1928,7.2039,11.4924,36.99,5.2595,11.4346,850.0,15.9165,0.0,0.0,1
1892,col,3,21.1928,7.2039,11.4924,27.534,10.7864,8.9781,850.0,7.7049,0.0,0.0,1
1893,col,3,21.1928,7.2039,11.4924,30.0128,8.0342,13.8349,850.0,9.1635,0.0,0.0,1
1894,col,3,21.1928,7.2039,11.4924,32.4602,11.6465,10.5568,850.0,12.1476,0.0,0.0,1
1895,col,3,21.1928,7.2039,11.4924,33.4139,11.5264,10.8048,850.0,12.9812,0.0,0.0,1
1896,col,3,22.8423,11.1607,10.021,23.2951,10.0672,17.0459,850.0,7.1239,0.0,0.0,1
1897,col,3,22.8423,11.1607,10.021,32.0279,6.4368,15.2431,850.0,11.5741,0.0,0.0,1
1898,col,3,22.8423,11.1607,10.021,27.6624,12.8997,14.1211,850.0,6.5626,0.0,0.0,1
1899,col,3,22.8423,11.1607,10.021,35.3149,16.7274,3.5756,850.0,15.1029,0.0,0.0,1
1900,col,3,22.8423,11.1607,10.021,32.0109,6.7581,8.0608,850.0,10.358,0.0,0.0,1
1901,col,3,22.8423,11.1607,10.021,34.3793,16.634,6.0593,850.0,13.3699,0.0,0.0,1
