id,sistema,nivel,x1_mm,y1_mm,z1_mm,x2_mm,y2_mm,z2_mm,radio_um,longitud_mm,presion_entrada,presion_salida,es_terminal
1110,ven,6,-32.262,2.3144,-1.3976,-33.5024,0.0795,-2.9561,167.32,2.9937,13.45,14.55,1
1111,ven,6,-32.262,2.3144,-1.3976,-32.2647,0.4567,-2.3672,174.89,2.0956,13.45,14.55,1
1112,ven,6,33.1951,13.8502,11.0958,31.424,11.0136,13.9908,203.96,4.4232,13.45,14.55,0
1113,ven,6,33.1951,13.8502,11.0958,16.2041,11.9692,18.1731,203.95,18.5019,13.45,14.55,1
1114,ven,6,13.6467,7.8933,-1.1562,29.599,3.9359,-3.911,215.59,16.665,13.45,14.55,0
1115,ven,6,13.6467,7.8933,-1.1562,14.4284,-4.7346,-2.6945,197.99,12.7453,13.45,14.55,0
1116,ven,6,13.6467,7.8933,-1.1562,15.2823,12.3569,-1.4025,200.32,4.7602,13.45,14.55,0
1117,ven,6,13.6467,7.8933,-1.1562,16.1484,9.8773,-2.1093,213.93,3.3321,13.45,14.55,1
1118,ven,6,-11.0621,20.2978,13.138,-13.4163,21.1729,11.6403,201.13,2.9243,13.45,14.55,0
1119,ven,6,-11.0621,20.2978,13.138,-3.9865,11.0858,10.6208,199.94,11.8853,13.45,14.55,0
1120,ven,6,-8.8889,-0.4375,-3.6718,-15.2129,-0.8987,-14.3671,173.83,12.4336,13.45,14.55,0
1121,ven,6,-8.8889,-0.4375,-3.6718,-0.6193,-0.0921,-10.4806,160.46,10.7175,13.45,14.55,1
1122,ven,6,-8.8889,-0.4375,-3.6718,-13.4572,2.3657,-5.2993,159.45,5.6015,13.45,14.55,0
1123,ven,6,-8.8889,-0.4375,-3.6718,-10.3582,2.9519,-4.9861,174.51,3.921,13.45,14.55,0
1124,ven,6,-8.8889,-0.4375,-3.6718,-11.4876,-2.0338,-5.2338,173.87,3.4265,13.45,14.55,1
1125,ven,6,-8.8889,-0.4375,-3.6718,-10.038,-2.4668,-4.2327,160.39,2.3986,13.45,14.55,1
1126,ven,6,-1.5155,-23.3686,10.2125,-1.3329,-21.8436,12.3404,172.29,2.6243,13.45,14.55,1
1127,ven,6,-1.5155,-23.3686,10.2125,-9.3096,-25.4029,4.2381,157.78,10.029,13.45,14.55,1
1128,ven,6,0.9129,-14.5113,-0.8151,4.3677,-21.5747,0.2021,134.84,7.9285,13.45,14.55,0
1129,ven,6,0.9129,-14.5113,-0.8151,0.8923,-5.1301,1.3654,129.64,9.6313,13.45,14.55,0
1130,ven,6,0.9129,-14.5113,-0.8151,0.4386,-17.3794,2.7674,135.62,4.6136,13.45,14.55,0
1131,ven,6,0.9129,-14.5113,-0.8151,1.4154,-17.4214,0.4922,128.68,3.2295,13.45,14.55,1
1132,ven,6,0.9129,-14.5113,-0.8151,-0.9503,-15.7199,-2.4589,127.29,2.7631,13.45,14.55,1
1133,ven,6,0.9129,-14.5113,-0.8151,0.3511,-16.2363,-1.4857,136.67,1.9341,13.45,14.55,1
1134,ven,7,-5.4344,10.6551,5.0986,-9.4303,9.2803,5.7138,163.27,4.2703,14.55,15.64,0
1135,ven,7,-5.4344,10.6551,5.0986,-7.7598,9.9766,3.3471,167.37,2.9892,14.55,15.64,1
1136,ven,7,-5.4344,10.6551,5.0986,-5.1906,13.3919,5.3689,166.65,2.7609,14.55,15.64,1
1137,ven,7,-5.4344,10.6551,5.0986,-5.693,12.2572,6.148,164.05,1.9326,14.55,15.64,1
1138,ven,7,-0.6641,-8.8477,15.3633,-2.7955,-12.7013,14.6621,129.36,4.4592,14.55,15.64,1
1139,ven,7,-0.6641,-8.8477,15.3633,-1.4249,-10.7583,13.015,125.36,3.1214,14.55,15.64,1
1140,ven,7,-0.6641,-8.8477,15.3633,0.5157,-11.0346,17.9728,129.38,3.6034,14.55,15.64,1
1141,ven,7,-0.6641,-8.8477,15.3633,-0.9972,-10.8529,16.8568,125.34,2.5223,14.55,15.64,1
1142,ven,7,1.7226,-21.6613,12.5517,1.1889,-18.2538,11.8665,138.34,3.5165,14.55,15.64,1
1143,ven,7,1.7226,-21.6613,12.5517,0.609,-20.0189,11.0951,138.82,2.4615,14.55,15.64,1
1144,ven,7,23.4336,-9.6772,-15.5448,25.126,-1.5536,-17.117,161.07,8.4457,14.55,15.64,0
1145,ven,7,23.4336,-9.6772,-15.5448,28.173,-6.4931,-17.078,152.71,5.912,14.55,15.64,1
1146,ven,7,24.0512,-10.5752,-9.527,29.1719,-9.6795,-5.9938,123.83,6.2854,14.55,15.64,0
1147,ven,7,24.0512,-10.5752,-9.527,25.3323,-8.1326,-6.099,132.28,4.3998,14.55,15.64,0
1148,ven,7,24.0512,-10.5752,-9.527,25.078,-8.7034,-11.9754,132.51,3.2484,14.55,15.64,1
1149,ven,7,24.0512,-10.5752,-9.527,23.5596,-8.6,-10.5408,123.51,2.2739,14.55,15.64,1
1150,ven,7,24.0512,-10.5752,-9.527,24.0782,-13.419,-9.8412,130.51,2.8612,14.55,15.64,1
1151,ven,7,24.0512,-10.5752,-9.527,22.8585,-12.0586,-8.9038,126.05,2.0029,14.55,15.64,1
1152,ven,7,-15.6732,9.1635,-19.178,-14.5543,10.5994,-16.1815,142.3,3.5062,14.55,15.64,1
1153,ven,7,-15.6732,9.1635,-19.178,-16.3345,10.3575,-17.1382,145.31,2.4543,14.55,15.64,1
1154,ven,7,-15.6732,9.1635,-19.178,-15.5859,6.4409,-19.807,143.56,2.7957,14.55,15.64,1
1155,ven,7,-15.6732,9.1635,-19.178,-16.1237,7.7764,-20.4829,144.12,1.957,14.55,15.64,1
1156,ven,7,8.8387,-13.7822,-8.6753,9.7022,-14.2189,-13.1571,158.05,4.585,14.55,15.64,0
1157,ven,7,8.8387,-13.7822,-8.6753,10.8013,-12.3059,-10.7417,170.99,3.2095,14.55,15.64,1
1158,ven,7,8.8387,-13.7822,-8.6753,9.8117,-15.0128,-4.9415,169.16,4.05,14.55,15.64,0
1159,ven,7,8.8387,-13.7822,-8.6753,9.4646,-15.8289,-6.8163,160.51,2.835,14.55,15.64,1
1160,ven,7,8.8387,-13.7822,-8.6753,5.1731,-13.8108,-8.7363,162.99,3.6662,14.55,15.64,1
1161,ven,7,8.8387,-13.7822,-8.6753,6.5372,-14.7896,-8.1518,167.08,2.5664,14.55,15.64,1
1162,ven,7,18.893,-14.9789,3.3618,18.9013,-21.1888,1.0438,119.82,6.6284,14.55,15.64,0
1163,ven,7,18.893,-14.9789,3.3618,20.4438,-19.1227,4.7591,115.23,4.6399,14.55,15.64,1
1164,ven,7,18.893,-14.9789,3.3618,24.3599,-15.7784,3.763,117.47,5.5396,14.55,15.64,0
1165,ven,7,18.893,-14.9789,3.3618,21.554,-16.2944,0.8667,117.78,3.8777,14.55,15.64,0
1166,ven,7,18.893,-14.9789,3.3618,14.7248,-18.4059,3.3946,117.37,5.3961,14.55,15.64,0
1167,ven,7,18.893,-14.9789,3.3618,18.0261,-18.3392,1.8701,117.88,3.7773,14.55,15.64,1
1168,ven,7,18.893,-14.9789,3.3618,16.7655,-13.868,6.5916,114.96,4.024,14.55,15.64,1
1169,ven,7,18.893,-14.9789,3.3618,17.1356,-13.1226,4.545,120.04,2.8168,14.55,15.64,1
1170,ven,7,2.0653,-10.7446,-0.4192,3.3327,-12.5771,1.7683,114.15,3.1224,14.55,15.64,1
1171,ven,7,2.0653,-10.7446,-0.4192,1.928,-12.9039,-0.11,117.7,2.1857,14.55,15.64,1
1172,ven,7,2.0653,-10.7446,-0.4192,4.0064,-12.3082,-1.6697,113.21,2.7886,14.55,15.64,1
1173,ven,7,2.0653,-10.7446,-0.4192,3.507,-10.8453,-1.7315,118.48,1.952,14.55,15.64,1
1174,ven,7,-8.0376,-1.5623,-2.4576,-9.8981,0.3954,-0.3403,122.9,3.4317,14.55,15.64,1
1175,ven,7,-8.0376,-1.5623,-2.4576,-9.7544,0.1074,-2.6453,130.66,2.4022,14.55,15.64,1
1176,ven,7,-8.0376,-1.5623,-2.4576,-7.1261,0.1558,-4.6941,128.66,2.964,14.55,15.64,1
1177,ven,7,-8.0376,-1.5623,-2.4576,-7.7463,0.3388,-3.2359,125.34,2.0748,14.55,15.64,1
1178,ven,7,-8.0376,-1.5623,-2.4576,-7.281,-3.7793,-0.8742,124.3,2.8275,14.55,15.64,1
1179,ven,7,-8.0376,-1.5623,-2.4576,-8.4549,-3.4688,-2.1282,129.55,1.9792,14.55,15.64,1
1180,ven,7,10.1145,23.6113,8.7014,3.7236,23.9704,7.1827,121.17,6.5787,14.55,15.64,0
1181,ven,7,10.1145,23.6113,8.7014,5.8905,21.9013,8.0379,117.0,4.6051,14.55,15.64,0
1182,ven,7,10.1145,23.6113,8.7014,10.9402,19.0605,5.6796,117.25,5.5247,14.55,15.64,0
1183,ven,7,10.1145,23.6113,8.7014,9.5638,19.8269,8.1258,120.95,3.8673,14.55,15.64,0
1184,ven,7,14.2298,6.6145,16.0612,9.7421,6.3264,15.0275,112.58,4.6142,14.55,15.64,0
1185,ven,7,14.2298,6.6145,16.0612,11.9183,4.5889,17.0545,103.93,3.2299,14.55,15.64,1
1186,ven,7,14.2298,6.6145,16.0612,17.1689,7.2982,15.0383,110.07,3.1863,14.55,15.64,1
1187,ven,7,14.2298,6.6145,16.0612,15.8978,6.2904,14.6164,107.14,2.2304,14.55,15.64,1
1188,ven,7,18.184,7.5249,-5.0931,20.4037,10.1601,-9.1503,94.06,5.3228,14.55,15.64,1
1189,ven,7,18.184,7.5249,-5.0931,17.9528,7.83,-8.7993,90.75,3.726,14.55,15.64,1
1190,ven,7,10.8548,-2.982,3.411,12.6121,-3.3637,6.9415,91.98,3.9621,14.55,15.64,0
1191,ven,7,10.8548,-2.982,3.411,10.3272,-2.0878,5.9828,85.05,2.7735,14.55,15.64,1
1192,ven,7,10.8548,-2.982,3.411,10.5926,-5.9311,5.1647,88.76,3.4411,14.55,15.64,1
1193,ven,7,10.8548,-2.982,3.411,10.5203,-5.359,3.2114,88.88,2.4087,14.55,15.64,1
1194,ven,7,-7.7097,-1.2761,-21.693,-8.5328,-2.975,-18.6667,127.93,3.5668,14.55,15.64,1
1195,ven,7,-7.7097,-1.2761,-21.693,-7.3879,-3.4739,-20.5529,120.7,2.4968,14.55,15.64,1
1196,ven,7,-1.6461,1.183,-12.1695,-3.5051,4.4585,-13.4888,128.71,3.9907,14.55,15.64,1
1197,ven,7,-1.6461,1.183,-12.1695,-1.5679,2.8716,-14.3934,131.53,2.7935,14.55,15.64,1
1198,ven,7,3.2139,8.3947,-11.9558,4.7031,10.634,-13.2947,123.02,3.0041,14.55,15.64,1
1199,ven,7,3.2139,8.3947,-11.9558,4.4481,9.1111,-13.5004,132.73,2.1029,14.55,15.64,1
1200,ven,7,0.1916,-1.5915,-6.6518,1.2618,-4.0413,-9.6714,139.8,4.033,14.55,15.64,1
1201,ven,7,0.1916,-1.5915,-6.6518,2.035,-1.7148,-8.7864,129.44,2.8231,14.55,15.64,1
1202,ven,7,5.455,24.1053,-8.6216,2.1222,25.4367,-4.694,88.86,5.3203,14.55,15.64,1
1203,ven,7,5.455,24.1053,-8.6216,5.9662,25.7162,-5.303,82.82,3.7242,14.55,15.64,1
1204,ven,7,5.455,24.1053,-8.6216,4.8009,21.4158,-7.4059,86.84,3.0232,14.55,15.64,1
1205,ven,7,5.455,24.1053,-8.6216,6.5275,22.9105,-7.2431,85.29,2.1162,14.55,15.64,1
1206,ven,7,7.1967,15.1365,-5.7024,9.7474,16.7584,-6.4502,109.84,3.1138,14.55,15.64,1
1207,ven,7,7.1967,15.1365,-5.7024,8.3241,16.4356,-7.0412,111.12,2.1796,14.55,15.64,1
1208,ven,7,20.8626,13.2794,4.9842,25.5062,16.1637,2.4807,122.85,6.0125,14.55,15.64,0
1209,ven,7,20.8626,13.2794,4.9842,22.6461,15.5426,1.9165,124.73,4.2088,14.55,15.64,0
1210,ven,7,20.8626,13.2794,4.9842,25.8715,12.7767,5.6042,126.67,5.0721,14.55,15.64,0
1211,ven,7,20.8626,13.2794,4.9842,23.0688,12.4077,7.6259,120.61,3.5505,14.55,15.64,0
1212,ven,7,14.4254,1.593,-6.3615,19.6997,1.2146,-6.254,126.9,5.2889,14.55,15.64,0
1213,ven,7,14.4254,1.593,-6.3615,17.4399,3.1121,-4.8411,125.74,3.7023,14.55,15.64,1
1214,ven,7,14.4254,1.593,-6.3615,16.3114,0.4192,-8.1985,126.37,2.8827,14.55,15.64,1
1215,ven,7,14.4254,1.593,-6.3615,14.8637,0.6865,-8.1101,126.28,2.0179,14.55,15.64,1
1216,ven,7,14.4254,1.593,-6.3615,13.0341,1.7658,-8.8505,129.64,2.8567,14.55,15.64,1
1217,ven,7,14.4254,1.593,-6.3615,12.656,1.8877,-7.2454,122.57,1.9997,14.55,15.64,1
1218,ven,7,-13.0012,-22.6046,9.7076,-13.0973,-19.2095,9.3,148.9,3.4208,14.55,15.64,1
1219,ven,7,-13.0012,-22.6046,9.7076,-12.2813,-21.1791,7.9234,152.46,2.3945,14.55,15.64,1
1220,ven,7,-12.9025,-13.1878,2.4741,-16.3519,-15.2512,2.0711,134.65,4.0397,14.55,15.64,1
1221,ven,7,-12.9025,-13.1878,2.4741,-14.1467,-15.6076,1.7043,125.23,2.8278,14.55,15.64,0
1222,ven,7,-12.9025,-13.1878,2.4741,-11.9665,-15.4203,4.3813,124.77,3.0818,14.55,15.64,1
1223,ven,7,-12.9025,-13.1878,2.4741,-11.3484,-13.3445,3.9621,134.97,2.1573,14.55,15.64,1
1224,ven,7,-12.9025,-13.1878,2.4741,-15.6759,-12.9528,1.5564,135.09,2.9308,14.55,15.64,1
1225,ven,7,-12.9025,-13.1878,2.4741,-14.0249,-12.4198,0.9381,124.59,2.0516,14.55,15.64,1
1226,ven,7,-1.836,7.1398,-1.2348,-0.4076,9.6013,-3.3202,121.08,3.5283,14.55,15.64,1
1227,ven,7,-1.836,7.1398,-1.2348,-0.4337,7.059,-3.2662,125.25,2.4698,14.55,15.64,1
1228,ven,7,-1.836,7.1398,-1.2348,-0.5987,9.1083,0.5998,127.52,2.9617,14.55,15.64,1
1229,ven,7,-1.836,7.1398,-1.2348,-0.2903,8.3857,-0.6376,118.17,2.0732,14.55,15.64,1
1230,ven,7,4.4201,-7.3394,13.1618,5.658,-11.7299,12.3995,123.63,4.6249,14.55,15.64,0
1231,ven,7,4.4201,-7.3394,13.1618,6.4068,-9.1763,11.3842,129.47,3.2374,14.55,15.64,0
1232,ven,7,4.4201,-7.3394,13.1618,7.2127,-7.296,15.5866,126.8,3.6987,14.55,15.64,1
1233,ven,7,4.4201,-7.3394,13.1618,6.979,-7.6451,13.4101,126.61,2.5891,14.55,15.64,1
1234,ven,7,4.4201,-7.3394,13.1618,1.8194,-8.7324,12.8523,127.2,2.9665,14.55,15.64,1
1235,ven,7,4.4201,-7.3394,13.1618,2.4244,-7.4265,12.5947,126.2,2.0765,14.55,15.64,1
1236,ven,7,-7.0984,-3.2163,7.4185,-6.649,-1.1225,10.229,90.58,3.5335,14.55,15.64,1
1237,ven,7,-7.0984,-3.2163,7.4185,-7.6511,-1.3155,8.9015,93.07,2.4734,14.55,15.64,0
1238,ven,7,-7.0984,-3.2163,7.4185,-6.4981,-6.1072,9.2989,92.89,3.5005,14.55,15.64,1
1239,ven,7,-7.0984,-3.2163,7.4185,-7.1629,-3.9759,9.7472,90.79,2.4503,14.55,15.64,1
1240,ven,7,-5.8168,-11.2367,16.945,-10.8758,-7.7469,16.0489,139.01,6.2109,14.55,15.64,0
1241,ven,7,-5.8168,-11.2367,16.945,-7.228,-7.5357,18.7374,151.03,4.3476,14.55,15.64,1
1242,ven,7,-18.3572,-0.1135,-10.0937,-24.5775,0.96,-14.5273,142.31,7.7138,14.55,15.64,0
1243,ven,7,-18.3572,-0.1135,-10.0937,-23.5287,1.4098,-10.3959,138.73,5.3996,14.55,15.64,0
1244,ven,7,-18.3572,-0.1135,-10.0937,-19.6504,2.0367,-13.1748,135.47,3.9736,14.55,15.64,0
1245,ven,7,-18.3572,-0.1135,-10.0937,-19.4236,-0.3821,-12.6485,144.95,2.7815,14.55,15.64,1
1246,ven,7,1.149,-3.8562,-2.0611,-0.1981,-5.9192,-3.9988,119.32,3.1345,14.55,15.64,1
1247,ven,7,1.149,-3.8562,-2.0611,-0.3437,-5.4621,-1.9762,126.23,2.1941,14.55,15.64,1
1248,ven,7,10.9629,12.4762,-18.737,12.96,8.2105,-18.5087,110.8,4.7156,14.55,15.64,0
1249,ven,7,10.9629,12.4762,-18.737,10.5419,9.2222,-19.0982,103.42,3.301,14.55,15.64,1
1250,ven,7,-2.1013,12.8719,-7.8876,-2.6735,16.2162,-9.8447,136.48,3.9169,14.55,15.64,1
1251,ven,7,-2.1013,12.8719,-7.8876,-2.3367,14.4227,-10.1365,131.88,2.7418,14.55,15.64,0
1252,ven,7,-2.1013,12.8719,-7.8876,-5.7742,14.0818,-8.3414,139.15,3.8936,14.55,15.64,1
1253,ven,7,-2.1013,12.8719,-7.8876,-4.76,12.356,-7.5814,128.41,2.7255,14.55,15.64,1
1254,ven,7,-2.1013,12.8719,-7.8876,-2.1534,10.8525,-10.3083,129.53,3.1529,14.55,15.64,1
1255,ven,7,-2.1013,12.8719,-7.8876,-2.8658,10.8151,-8.1248,138.35,2.207,14.55,15.64,1
1256,ven,7,-2.1013,12.8719,-7.8876,-0.4043,14.9731,-8.8539,129.33,2.8686,14.55,15.64,1
1257,ven,7,-2.1013,12.8719,-7.8876,-0.5954,13.0167,-9.208,138.49,2.008,14.55,15.64,1
1258,ven,7,8.013,6.9372,-3.221,9.0706,9.1015,-5.0347,113.51,3.0154,14.55,15.64,0
1259,ven,7,8.013,6.9372,-3.221,7.2777,8.857,-3.6999,118.54,2.1108,14.55,15.64,1
1260,ven,7,0.7971,-21.3516,-12.9335,-8.115,-19.5079,-13.4021,124.79,9.1129,14.55,15.64,0
1261,ven,7,0.7971,-21.3516,-12.9335,-2.9038,-16.2312,-13.8147,123.4,6.379,14.55,15.64,0
1262,ven,7,-24.1845,17.4312,-12.3349,-25.3357,13.5951,-8.1043,154.21,5.8257,14.55,15.64,0
1263,ven,7,-24.1845,17.4312,-12.3349,-23.8705,13.3683,-12.1804,142.75,4.078,14.55,15.64,1
1264,ven,7,-8.315,19.2612,-0.2388,-11.1873,22.8138,0.6404,132.83,4.6523,14.55,15.64,0
1265,ven,7,-8.315,19.2612,-0.2388,-7.8891,21.9839,1.4964,136.26,3.2566,14.55,15.64,1
1266,ven,7,-8.315,19.2612,-0.2388,-4.9612,21.2837,-1.1746,132.83,4.0267,14.55,15.64,0
1267,ven,7,-8.315,19.2612,-0.2388,-5.799,18.7641,-1.4082,136.26,2.8187,14.55,15.64,1
1268,ven,7,-8.315,19.2612,-0.2388,-8.9605,19.5207,3.1289,137.76,3.4388,14.55,15.64,1
1269,ven,7,-8.315,19.2612,-0.2388,-9.452,18.2161,1.6077,131.06,2.4072,14.55,15.64,0
1270,ven,7,-43.5226,10.9612,-1.4433,-38.5775,14.4099,-4.2934,133.6,6.6687,14.55,15.64,1
1271,ven,7,-43.5226,10.9612,-1.4433,-40.5407,14.5073,-0.8737,142.71,4.6681,14.55,15.64,1
1272,ven,7,-43.5226,10.9612,-1.4433,-43.055,9.4561,-3.9326,137.1,2.9463,14.55,15.64,1
1273,ven,7,-43.5226,10.9612,-1.4433,-42.5941,9.2607,-2.1502,139.83,2.0624,14.55,15.64,1
1274,ven,7,-19.8288,-3.561,-2.3853,-28.2842,-10.4544,-5.211,129.96,11.2693,14.55,15.64,0
1275,ven,7,-19.8288,-3.561,-2.3853,-24.1326,-6.7448,-8.1792,136.33,7.8885,14.55,15.64,0
1276,ven,7,-19.8288,-3.561,-2.3853,-24.3862,-3.7416,1.2023,136.57,5.8029,14.55,15.64,0
1277,ven,7,-19.8288,-3.561,-2.3853,-23.8076,-4.0625,-1.739,129.66,4.062,14.55,15.64,0
1278,ven,7,-19.8288,-3.561,-2.3853,-19.8433,-6.0084,1.1911,137.55,4.3337,14.55,15.64,1
1279,ven,7,-19.8288,-3.561,-2.3853,-18.6484,-4.6373,0.1936,128.37,3.0336,14.55,15.64,0
1280,ven,7,-19.8288,-3.561,-2.3853,-19.3374,-5.6218,-5.3617,136.98,3.6534,14.55,15.64,1
1281,ven,7,-19.8288,-3.561,-2.3853,-19.5613,-6.0546,-2.8861,129.13,2.5574,14.55,15.64,1
1282,ven,7,31.424,11.0136,13.9908,30.8381,8.4819,12.5385,165.8,2.9769,14.55,15.64,1
1283,ven,7,31.424,11.0136,13.9908,32.0422,9.2426,13.0832,157.5,2.0838,14.55,15.64,1
1284,ven,7,29.599,3.9359,-3.911,38.633,6.8862,-4.2715,185.9,9.5104,14.55,15.64,0
1285,ven,7,29.599,3.9359,-3.911,35.5699,1.3349,-2.5317,170.79,6.6573,14.55,15.64,0
1286,ven,7,29.599,3.9359,-3.911,29.5166,1.1345,-0.9694,171.7,4.0629,14.55,15.64,0
1287,ven,7,29.599,3.9359,-3.911,30.7898,1.5955,-2.8187,185.27,2.844,14.55,15.64,1
1288,ven,7,29.599,3.9359,-3.911,29.9073,5.7406,-7.3179,178.58,3.8678,14.55,15.64,1
1289,ven,7,29.599,3.9359,-3.911,28.1402,5.4321,-5.6325,179.55,2.7074,14.55,15.64,0
1290,ven,7,14.4284,-4.7346,-2.6945,12.3873,-7.3455,-3.7139,140.95,3.4673,14.55,15.64,0
1291,ven,7,14.4284,-4.7346,-2.6945,14.2917,-7.0406,-3.4393,152.96,2.4271,14.55,15.64,1
1292,ven,7,14.4284,-4.7346,-2.6945,16.8327,-2.5661,-2.1143,142.68,3.2893,14.55,15.64,1
1293,ven,7,14.4284,-4.7346,-2.6945,16.05,-3.2294,-3.332,151.71,2.3025,14.55,15.64,1
1294,ven,7,-13.4163,21.1729,11.6403,-13.8231,17.961,7.9758,158.08,4.8898,14.55,15.64,0
1295,ven,7,-13.4163,21.1729,11.6403,-12.099,18.042,11.218,162.24,3.4229,14.55,15.64,0
1296,ven,7,-3.9865,11.0858,10.6208,0.7186,13.4468,13.1048,164.39,5.8209,14.55,15.64,1
1297,ven,7,-3.9865,11.0858,10.6208,-0.2288,10.0692,11.8242,150.42,4.0746,14.55,15.64,0
1298,ven,7,-15.2129,-0.8987,-14.3671,-17.5566,-5.8489,-17.7639,142.92,6.4449,14.55,15.64,0
1299,ven,7,-15.2129,-0.8987,-14.3671,-14.8551,-3.4271,-18.0862,145.14,4.5114,14.55,15.64,1
1300,ven,7,4.3677,-21.5747,0.2021,6.2442,-23.9856,-2.9,113.86,4.354,14.55,15.64,0
1301,ven,7,4.3677,-21.5747,0.2021,5.8052,-24.0674,-0.8022,104.19,3.0478,14.55,15.64,1
1302,ven,7,4.3677,-21.5747,0.2021,3.3599,-23.8098,1.9122,106.26,2.9893,14.55,15.64,1
1303,ven,7,4.3677,-21.5747,0.2021,3.2397,-22.0496,1.8993,112.37,2.0925,14.55,15.64,1
1304,ven,7,0.8923,-5.1301,1.3654,-0.0392,-6.9726,3.8092,103.14,3.1992,14.55,15.64,1
1305,ven,7,0.8923,-5.1301,1.3654,0.0604,-5.209,3.4431,96.76,2.2395,14.55,15.64,1
1306,ven,7,-24.119,-8.5748,15.2625,-27.1888,-8.2413,10.8284,128.86,5.4034,14.55,15.64,0
1307,ven,7,-24.119,-8.5748,15.2625,-24.959,-5.9612,12.6606,137.67,3.7824,14.55,15.64,0
1308,ven,8,-28.2842,-10.4544,-5.211,-34.7552,-14.6039,-2.3789,101.08,8.1923,15.64,16.73,0
1309,ven,8,-28.2842,-10.4544,-5.211,-33.2054,-12.2264,-7.5619,98.41,5.7346,15.64,16.73,0
1310,ven,8,-28.2842,-10.4544,-5.211,-26.1027,-14.1645,-2.9392,102.77,4.8666,15.64,16.73,1
1311,ven,8,-28.2842,-10.4544,-5.211,-25.9997,-11.4252,-2.8778,96.34,3.4067,15.64,16.73,0
1312,ven,8,-28.2842,-10.4544,-5.211,-31.9638,-9.1137,-5.6069,95.68,3.9362,15.64,16.73,1
1313,ven,8,-28.2842,-10.4544,-5.211,-29.6123,-8.0424,-5.1104,103.25,2.7554,15.64,16.73,1
1314,ven,8,-24.1326,-6.7448,-8.1792,-27.0787,-8.9524,-12.6182,115.0,5.7669,15.64,16.73,1
1315,ven,8,-24.1326,-6.7448,-8.1792,-24.273,-8.7943,-11.6542,106.75,4.0368,15.64,16.73,0
1316,ven,8,-24.1326,-6.7448,-8.1792,-22.5882,-10.9266,-8.6784,108.0,4.4857,15.64,16.73,0
1317,ven,8,-24.1326,-6.7448,-8.1792,-25.0439,-9.2183,-9.8854,114.06,3.14,15.64,16.73,1
1318,ven,7,-42.2032,-1.3543,-2.4614,-45.9005,1.946,-1.9485,126.93,4.9825,14.55,15.64,1
1319,ven,7,-42.2032,-1.3543,-2.4614,-42.2294,2.0476,-1.6925,131.07,3.4878,14.55,15.64,1
1320,ven,7,-42.2032,-1.3543,-2.4614,-44.0697,-3.3935,-4.6776,128.94,3.5431,14.55,15.64,1
1321,ven,7,-42.2032,-1.3543,-2.4614,-44.2662,-2.7152,-2.67,129.2,2.4802,14.55,15.64,1
1322,ven,7,-37.7467,-1.3026,-4.9204,-35.2223,-2.5867,-10.1899,139.84,5.9824,14.55,15.64,0
1323,ven,7,-37.7467,-1.3026,-4.9204,-38.917,-3.909,-7.982,144.4,4.1877,14.55,15.64,1
1324,ven,7,-38.4099,5.1749,5.3403,-33.1641,4.8334,11.4894,130.49,8.0899,14.55,15.64,0
1325,ven,7,-38.4099,5.1749,5.3403,-33.2828,3.2849,6.8267,132.23,5.6629,14.55,15.64,0
1326,ven,7,-38.4099,5.1749,5.3403,-42.9197,6.0569,5.0579,125.59,4.604,14.55,15.64,1
1327,ven,7,-38.4099,5.1749,5.3403,-41.1136,3.4863,4.866,136.19,3.2228,14.55,15.64,0
1328,ven,7,-38.3024,1.5617,1.3812,-39.097,-4.5488,5.3013,139.68,7.3032,14.55,15.64,0
1329,ven,7,-38.3024,1.5617,1.3812,-36.6698,-0.9964,5.4953,140.8,5.1123,14.55,15.64,1
1330,ven,8,38.633,6.8862,-4.2715,41.6807,9.6642,-1.4474,148.45,4.9981,15.64,16.73,0
1331,ven,8,38.633,6.8862,-4.2715,40.9025,6.0304,-1.7501,159.44,3.4987,15.64,16.73,1
1332,ven,8,38.633,6.8862,-4.2715,41.3198,7.905,-5.9502,150.71,3.3279,15.64,16.73,1
1333,ven,8,38.633,6.8862,-4.2715,39.4066,6.9432,-6.4681,157.71,2.3295,15.64,16.73,1
1334,ven,8,38.633,6.8862,-4.2715,35.7244,7.659,-4.0933,159.18,3.0148,15.64,16.73,1
1335,ven,8,38.633,6.8862,-4.2715,37.2032,7.819,-3.0309,148.81,2.1103,15.64,16.73,1
1336,ven,8,35.5699,1.3349,-2.5317,39.2115,1.0118,3.6048,122.89,7.143,15.64,16.73,0
1337,ven,8,35.5699,1.3349,-2.5317,35.1318,4.0072,1.6716,131.07,5.0001,15.64,16.73,0
1338,ven,8,35.5699,1.3349,-2.5317,41.5306,-1.2066,-4.8144,124.49,6.8703,15.64,16.73,0
1339,ven,8,35.5699,1.3349,-2.5317,38.7292,1.2939,-6.1574,129.81,4.8092,15.64,16.73,0
1340,ven,8,35.5699,1.3349,-2.5317,37.4807,-2.655,0.3744,129.65,5.293,15.64,16.73,1
1341,ven,8,35.5699,1.3349,-2.5317,34.6556,-1.8802,-0.9331,124.68,3.7051,15.64,16.73,1
1342,ven,6,-26.9284,20.063,2.1615,-23.4005,13.0897,4.3594,190.05,8.118,13.45,14.55,0
1343,ven,6,-26.9284,20.063,2.1615,-22.6239,16.3639,2.4471,189.28,5.6826,13.45,14.55,1
